n,m,parseTime,SATime,SearchTime,Description
62,23,132,53,3,sameChar
62,24,114,52,3,sameChar
62,25,136,53,3,sameChar
62,26,113,54,3,sameChar
62,27,115,53,3,sameChar
62,28,135,53,3,sameChar
62,29,110,54,3,sameChar
62,30,135,53,4,sameChar
62,31,109,53,4,sameChar
62,32,144,56,7,sameChar
62,33,125,54,4,sameChar
62,34,122,54,4,sameChar
62,35,138,54,4,sameChar
62,36,127,53,7,sameChar
62,37,140,53,5,sameChar
62,38,161,53,5,sameChar
62,39,128,53,4,sameChar
62,40,197,54,4,sameChar
62,41,144,53,4,sameChar
62,42,150,54,4,sameChar
62,43,158,53,5,sameChar
62,44,112,53,5,sameChar
62,45,136,54,4,sameChar
62,46,119,60,5,sameChar
62,47,119,53,5,sameChar
62,48,139,54,5,sameChar
62,49,123,51,5,sameChar
62,50,133,54,5,sameChar
62,51,116,53,8,sameChar
62,52,117,54,5,sameChar
62,53,117,53,5,sameChar
62,54,119,52,5,sameChar
62,55,122,53,7,sameChar
62,56,111,53,5,sameChar
62,57,109,51,6,sameChar
62,58,110,53,5,sameChar
62,59,115,52,5,sameChar
62,60,113,53,5,sameChar
62,61,114,53,6,sameChar
63,1,121,54,2,sameChar
63,2,113,53,2,sameChar
63,3,112,53,2,sameChar
63,4,122,55,2,sameChar
63,5,114,55,4,sameChar
63,6,132,56,2,sameChar
63,7,113,55,1,sameChar
63,8,125,55,2,sameChar
63,9,123,54,2,sameChar
63,10,116,63,2,sameChar
63,11,124,54,2,sameChar
63,12,123,55,2,sameChar
63,13,119,55,3,sameChar
63,14,132,55,3,sameChar
63,15,130,54,2,sameChar
63,16,156,55,3,sameChar
63,17,135,55,3,sameChar
63,18,204,55,5,sameChar
63,19,178,55,2,sameChar
63,20,123,55,6,sameChar
63,21,153,55,4,sameChar
63,22,128,55,3,sameChar
63,23,113,55,3,sameChar
63,24,127,55,3,sameChar
63,25,110,55,3,sameChar
63,26,120,52,3,sameChar
63,27,119,53,4,sameChar
63,28,112,53,3,sameChar
63,29,118,53,3,sameChar
63,30,115,54,4,sameChar
63,31,109,53,4,sameChar
63,32,112,55,4,sameChar
63,33,113,55,4,sameChar
63,34,110,55,3,sameChar
63,35,111,66,5,sameChar
63,36,110,56,4,sameChar
63,37,109,55,4,sameChar
63,38,115,59,4,sameChar
63,39,121,55,6,sameChar
63,40,112,55,4,sameChar
63,41,131,55,4,sameChar
63,42,108,55,5,sameChar
63,43,122,55,5,sameChar
63,44,108,54,4,sameChar
63,45,116,55,5,sameChar
63,46,113,55,4,sameChar
63,47,106,55,4,sameChar
63,48,128,54,4,sameChar
63,49,115,56,5,sameChar
63,50,114,55,5,sameChar
63,51,129,54,5,sameChar
63,52,120,55,5,sameChar
63,53,135,55,5,sameChar
63,54,132,56,7,sameChar
63,55,122,55,5,sameChar
63,56,160,55,5,sameChar
63,57,116,54,5,sameChar
63,58,131,55,6,sameChar
63,59,128,57,6,sameChar
63,60,107,55,6,sameChar
63,61,124,55,5,sameChar
63,62,107,56,6,sameChar
64,1,115,58,1,sameChar
64,2,112,57,3,sameChar
64,3,110,57,2,sameChar
64,4,112,57,2,sameChar
64,5,105,57,1,sameChar
64,6,111,55,2,sameChar
64,7,105,57,3,sameChar
64,8,108,57,2,sameChar
64,9,107,61,2,sameChar
64,10,105,57,2,sameChar
64,11,104,56,2,sameChar
64,12,119,57,2,sameChar
64,13,115,56,2,sameChar
64,14,133,59,3,sameChar
64,15,121,63,4,sameChar
64,16,148,57,4,sameChar
64,17,146,48,4,sameChar
64,18,153,46,5,sameChar
64,19,153,57,4,sameChar
64,20,156,54,4,sameChar
64,21,189,53,4,sameChar
64,22,151,53,11,sameChar
64,23,177,54,4,sameChar
64,24,201,54,5,sameChar
64,25,179,48,4,sameChar
64,26,224,44,6,sameChar
64,27,226,62,7,sameChar
64,28,149,56,4,sameChar
64,29,149,57,4,sameChar
64,30,126,57,4,sameChar
64,31,113,56,3,sameChar
64,32,120,57,4,sameChar
64,33,119,56,4,sameChar
64,34,128,57,4,sameChar
64,35,114,57,4,sameChar
64,36,118,61,30,sameChar
64,37,124,58,8,sameChar
64,38,124,57,4,sameChar
64,39,128,62,4,sameChar
64,40,111,57,5,sameChar
64,41,114,56,8,sameChar
64,42,111,57,4,sameChar
64,43,108,57,5,sameChar
64,44,141,56,5,sameChar
64,45,110,56,5,sameChar
64,46,146,56,5,sameChar
64,47,121,55,4,sameChar
64,48,119,58,5,sameChar
64,49,129,57,5,sameChar
64,50,112,57,5,sameChar
64,51,132,62,5,sameChar
64,52,127,57,5,sameChar
64,53,137,61,6,sameChar
64,54,130,57,5,sameChar
64,55,140,58,6,sameChar
64,56,137,57,11,sameChar
64,57,150,58,6,sameChar
64,58,132,60,6,sameChar
64,59,168,57,6,sameChar
64,60,132,57,6,sameChar
64,61,147,57,5,sameChar
64,62,131,57,6,sameChar
64,63,110,61,6,sameChar
65,1,123,59,1,sameChar
65,2,110,59,1,sameChar
65,3,113,58,2,sameChar
65,4,113,58,1,sameChar
65,5,108,61,2,sameChar
65,6,113,60,1,sameChar
65,7,104,58,2,sameChar
65,8,106,58,4,sameChar
65,9,105,59,2,sameChar
65,10,110,59,2,sameChar
65,11,105,60,2,sameChar
65,12,107,65,2,sameChar
65,13,111,58,2,sameChar
65,14,105,59,2,sameChar
65,15,110,57,2,sameChar
65,16,107,58,2,sameChar
65,17,110,58,2,sameChar
65,18,129,59,3,sameChar
65,19,110,58,3,sameChar
65,20,115,58,3,sameChar
65,21,114,56,3,sameChar
65,22,105,61,2,sameChar
65,23,131,58,6,sameChar
65,24,117,63,3,sameChar
65,25,123,58,3,sameChar
65,26,107,58,3,sameChar
65,27,113,58,4,sameChar
65,28,132,57,3,sameChar
65,29,119,58,3,sameChar
65,30,129,57,3,sameChar
65,31,125,58,4,sameChar
65,32,120,58,4,sameChar
65,33,153,58,4,sameChar
65,34,131,58,3,sameChar
65,35,151,58,4,sameChar
65,36,154,62,4,sameChar
65,37,127,58,4,sameChar
65,38,134,58,9,sameChar
65,39,121,57,4,sameChar
65,40,113,58,4,sameChar
65,41,117,56,5,sameChar
65,42,112,58,7,sameChar
65,43,118,59,5,sameChar
65,44,105,58,5,sameChar
65,45,109,57,4,sameChar
65,46,114,59,4,sameChar
65,47,107,58,5,sameChar
65,48,105,66,5,sameChar
65,49,107,57,4,sameChar
65,50,105,58,5,sameChar
65,51,108,58,5,sameChar
65,52,106,57,5,sameChar
65,53,106,59,5,sameChar
65,54,106,58,5,sameChar
65,55,107,57,5,sameChar
65,56,109,58,6,sameChar
65,57,217,58,8,sameChar
65,58,108,58,5,sameChar
65,59,116,58,5,sameChar
65,60,118,59,6,sameChar
65,61,105,58,5,sameChar
65,62,126,58,6,sameChar
65,63,106,59,6,sameChar
65,64,124,58,6,sameChar
66,1,111,60,2,sameChar
66,2,115,61,1,sameChar
66,3,125,60,1,sameChar
66,4,119,60,2,sameChar
66,5,124,60,2,sameChar
66,6,131,61,2,sameChar
66,7,120,60,2,sameChar
66,8,150,69,4,sameChar
66,9,123,59,2,sameChar
66,10,166,60,3,sameChar
66,11,145,60,2,sameChar
66,12,124,60,2,sameChar
66,13,136,60,2,sameChar
66,14,121,61,2,sameChar
66,15,120,60,3,sameChar
66,16,117,60,2,sameChar
66,17,109,61,2,sameChar
66,18,118,60,3,sameChar
66,19,109,60,3,sameChar
66,20,108,60,3,sameChar
66,21,113,60,3,sameChar
66,22,108,60,3,sameChar
66,23,108,60,6,sameChar
66,24,110,59,4,sameChar
66,25,107,60,3,sameChar
66,26,105,61,3,sameChar
66,27,107,61,3,sameChar
66,28,108,60,3,sameChar
66,29,107,59,3,sameChar
66,30,105,59,3,sameChar
66,31,106,60,4,sameChar
66,32,106,70,4,sameChar
66,33,122,60,4,sameChar
66,34,106,59,4,sameChar
66,35,122,60,4,sameChar
66,36,105,60,4,sameChar
66,37,128,60,4,sameChar
66,38,110,60,51,sameChar
66,39,121,60,4,sameChar
66,40,112,60,5,sameChar
66,41,112,60,4,sameChar
66,42,139,61,7,sameChar
66,43,118,60,5,sameChar
66,44,124,59,4,sameChar
66,45,120,60,5,sameChar
66,46,127,60,5,sameChar
66,47,145,60,5,sameChar
66,48,130,60,5,sameChar
66,49,140,60,5,sameChar
66,50,158,60,5,sameChar
66,51,126,60,5,sameChar
66,52,136,60,6,sameChar
66,53,148,59,6,sameChar
66,54,114,59,5,sameChar
66,55,121,60,6,sameChar
66,56,110,66,5,sameChar
66,57,117,60,9,sameChar
66,58,107,61,5,sameChar
66,59,113,61,6,sameChar
66,60,116,60,6,sameChar
66,61,109,61,6,sameChar
66,62,106,61,5,sameChar
66,63,109,60,6,sameChar
66,64,108,61,6,sameChar
66,65,106,61,6,sameChar
67,1,112,62,1,sameChar
67,2,108,63,1,sameChar
67,3,107,62,2,sameChar
67,4,110,62,2,sameChar
67,5,107,62,1,sameChar
67,6,107,62,1,sameChar
67,7,123,62,4,sameChar
67,8,105,63,2,sameChar
67,9,124,62,2,sameChar
67,10,106,66,2,sameChar
67,11,182,62,2,sameChar
67,12,121,62,2,sameChar
67,13,129,62,3,sameChar
67,14,122,62,3,sameChar
67,15,112,72,3,sameChar
67,16,157,62,3,sameChar
67,17,134,62,3,sameChar
67,18,137,62,3,sameChar
67,19,142,62,4,sameChar
67,20,131,65,3,sameChar
67,21,139,62,3,sameChar
67,22,150,62,7,sameChar
67,23,133,62,3,sameChar
67,24,170,62,4,sameChar
67,25,136,62,4,sameChar
67,26,156,62,3,sameChar
67,27,143,62,4,sameChar
67,28,113,61,3,sameChar
67,29,126,62,4,sameChar
67,30,116,62,4,sameChar
67,31,127,63,4,sameChar
67,32,120,62,4,sameChar
67,33,117,61,4,sameChar
67,34,122,60,4,sameChar
67,35,108,62,4,sameChar
67,36,111,62,4,sameChar
67,37,108,62,8,sameChar
67,38,121,62,4,sameChar
67,39,106,62,5,sameChar
67,40,106,63,4,sameChar
67,41,113,63,7,sameChar
67,42,110,64,4,sameChar
67,43,108,63,4,sameChar
67,44,108,62,5,sameChar
67,45,109,63,5,sameChar
67,46,127,62,5,sameChar
67,47,108,54,5,sameChar
67,48,118,62,5,sameChar
67,49,128,62,5,sameChar
67,50,105,62,5,sameChar
67,51,130,62,5,sameChar
67,52,107,61,5,sameChar
67,53,125,63,5,sameChar
67,54,128,63,5,sameChar
67,55,124,63,5,sameChar
67,56,133,62,9,sameChar
67,57,123,59,5,sameChar
67,58,139,62,6,sameChar
67,59,125,62,6,sameChar
67,60,127,62,6,sameChar
67,61,162,62,6,sameChar
67,62,128,60,6,sameChar
67,63,146,77,6,sameChar
67,64,165,62,6,sameChar
67,65,138,62,8,sameChar
67,66,143,61,7,sameChar
68,1,119,65,2,sameChar
68,2,119,64,2,sameChar
68,3,117,64,2,sameChar
68,4,110,65,1,sameChar
68,5,120,63,5,sameChar
68,6,109,64,2,sameChar
68,7,111,64,2,sameChar
68,8,111,64,2,sameChar
68,9,111,68,2,sameChar
68,10,106,64,2,sameChar
68,11,112,64,2,sameChar
68,12,106,64,2,sameChar
68,13,106,61,3,sameChar
68,14,106,62,3,sameChar
68,15,106,69,3,sameChar
68,16,109,67,3,sameChar
68,17,108,64,2,sameChar
68,18,106,63,2,sameChar
68,19,111,64,3,sameChar
68,20,126,63,6,sameChar
68,21,107,64,3,sameChar
68,22,119,64,3,sameChar
68,23,108,64,4,sameChar
68,24,124,58,3,sameChar
68,25,138,63,3,sameChar
68,26,124,70,4,sameChar
68,27,130,64,3,sameChar
68,28,112,64,4,sameChar
68,29,149,64,4,sameChar
68,30,116,62,3,sameChar
68,31,124,64,4,sameChar
68,32,130,64,3,sameChar
68,33,126,64,4,sameChar
68,34,135,64,4,sameChar
68,35,143,63,7,sameChar
68,36,115,63,4,sameChar
68,37,163,63,5,sameChar
68,38,131,70,4,sameChar
68,39,138,64,9,sameChar
68,40,135,64,5,sameChar
68,41,109,63,4,sameChar
68,42,121,64,5,sameChar
68,43,114,64,5,sameChar
68,44,114,63,5,sameChar
68,45,112,64,5,sameChar
68,46,106,64,5,sameChar
68,47,129,64,5,sameChar
68,48,106,64,6,sameChar
68,49,109,68,5,sameChar
68,50,107,65,5,sameChar
68,51,109,64,5,sameChar
68,52,109,64,5,sameChar
68,53,108,64,5,sameChar
68,54,107,64,7,sameChar
68,55,113,64,6,sameChar
68,56,111,64,5,sameChar
68,57,107,66,6,sameChar
68,58,107,64,5,sameChar
68,59,121,64,6,sameChar
68,60,108,64,6,sameChar
68,61,114,69,6,sameChar
68,62,117,64,6,sameChar
68,63,108,64,6,sameChar
68,64,125,64,6,sameChar
68,65,111,63,6,sameChar
68,66,125,64,6,sameChar
68,67,109,57,6,sameChar
69,1,114,65,1,sameChar
69,2,129,66,4,sameChar
69,3,119,67,1,sameChar
69,4,125,65,1,sameChar
69,5,122,70,2,sameChar
69,6,124,65,2,sameChar
69,7,147,65,1,sameChar
69,8,127,65,2,sameChar
69,9,138,64,3,sameChar
69,10,171,65,2,sameChar
69,11,127,67,2,sameChar
69,12,142,66,2,sameChar
69,13,122,66,2,sameChar
69,14,119,65,3,sameChar
69,15,149,66,3,sameChar
69,16,130,67,2,sameChar
69,17,157,72,7,sameChar
69,18,149,66,3,sameChar
69,19,158,66,4,sameChar
69,20,155,66,3,sameChar
69,21,149,66,3,sameChar
69,22,158,66,4,sameChar
69,23,146,66,3,sameChar
69,24,159,66,4,sameChar
69,25,152,66,3,sameChar
69,26,146,68,3,sameChar
69,27,144,65,3,sameChar
69,28,146,72,4,sameChar
69,29,166,68,4,sameChar
69,30,151,66,4,sameChar
69,31,147,66,4,sameChar
69,32,158,66,10,sameChar
69,33,145,68,4,sameChar
69,34,182,66,5,sameChar
69,35,148,65,5,sameChar
69,36,134,66,7,sameChar
69,37,148,66,5,sameChar
69,38,114,66,4,sameChar
69,39,127,66,4,sameChar
69,40,108,73,4,sameChar
69,41,132,65,4,sameChar
69,42,115,65,4,sameChar
69,43,129,66,4,sameChar
69,44,136,65,4,sameChar
69,45,119,66,5,sameChar
69,46,135,65,5,sameChar
69,47,144,66,5,sameChar
69,48,119,66,5,sameChar
69,49,172,67,5,sameChar
69,50,130,66,5,sameChar
69,51,140,65,7,sameChar
69,52,139,70,5,sameChar
69,53,113,66,5,sameChar
69,54,123,65,6,sameChar
69,55,112,66,5,sameChar
69,56,116,66,5,sameChar
69,57,111,66,5,sameChar
69,58,110,65,5,sameChar
69,59,117,65,6,sameChar
69,60,114,65,5,sameChar
69,61,110,66,6,sameChar
69,62,109,65,6,sameChar
69,63,110,73,6,sameChar
69,64,106,65,6,sameChar
69,65,107,66,6,sameChar
69,66,109,66,8,sameChar
69,67,108,66,6,sameChar
69,68,109,67,6,sameChar
70,1,123,67,1,sameChar
70,2,109,67,1,sameChar
70,3,119,68,1,sameChar
70,4,106,65,3,sameChar
70,5,110,67,2,sameChar
70,6,118,67,2,sameChar
70,7,108,67,2,sameChar
70,8,139,68,2,sameChar
70,9,106,68,2,sameChar
70,10,118,67,2,sameChar
70,11,108,67,3,sameChar
70,12,114,67,2,sameChar
70,13,127,66,4,sameChar
70,14,116,68,3,sameChar
70,15,126,67,2,sameChar
70,16,122,68,2,sameChar
70,17,115,67,3,sameChar
70,18,146,76,3,sameChar
70,19,126,70,2,sameChar
70,20,143,67,3,sameChar
70,21,156,68,3,sameChar
70,22,123,68,3,sameChar
70,23,137,66,3,sameChar
70,24,119,67,3,sameChar
70,25,113,67,3,sameChar
70,26,116,68,3,sameChar
70,27,108,67,5,sameChar
70,28,123,68,5,sameChar
70,29,105,67,3,sameChar
70,30,110,67,4,sameChar
70,31,111,67,3,sameChar
70,32,108,68,5,sameChar
70,33,106,66,3,sameChar
70,34,106,68,4,sameChar
70,35,108,68,4,sameChar
70,36,104,67,4,sameChar
70,37,110,67,5,sameChar
70,38,107,69,4,sameChar
70,39,107,68,5,sameChar
70,40,123,68,4,sameChar
70,41,107,75,5,sameChar
70,42,108,68,5,sameChar
70,43,114,68,4,sameChar
70,44,108,68,5,sameChar
70,45,119,67,5,sameChar
70,46,122,73,5,sameChar
70,47,147,68,7,sameChar
70,48,124,68,5,sameChar
70,49,120,67,5,sameChar
70,50,122,67,5,sameChar
70,51,108,67,5,sameChar
70,52,130,73,5,sameChar
70,53,113,65,6,sameChar
70,54,124,68,6,sameChar
70,55,127,68,6,sameChar
70,56,120,67,6,sameChar
70,57,130,69,6,sameChar
70,58,146,66,6,sameChar
70,59,116,67,5,sameChar
70,60,163,67,5,sameChar
70,61,129,68,6,sameChar
70,62,140,67,7,sameChar
70,63,135,68,6,sameChar
70,64,116,79,6,sameChar
70,65,120,67,7,sameChar
70,66,109,67,6,sameChar
70,67,115,68,6,sameChar
70,68,111,68,6,sameChar
70,69,108,68,6,sameChar
71,1,114,69,2,sameChar
71,2,109,70,1,sameChar
71,3,110,70,1,sameChar
71,4,106,70,2,sameChar
71,5,109,70,2,sameChar
71,6,105,70,1,sameChar
71,7,107,69,1,sameChar
71,8,107,68,3,sameChar
71,9,105,67,2,sameChar
71,10,107,67,2,sameChar
71,11,120,71,2,sameChar
71,12,116,70,2,sameChar
71,13,115,70,2,sameChar
71,14,106,70,3,sameChar
71,15,111,69,2,sameChar
71,16,116,69,3,sameChar
71,17,106,70,3,sameChar
71,18,136,70,3,sameChar
71,19,109,70,3,sameChar
71,20,118,69,3,sameChar
71,21,113,69,2,sameChar
71,22,114,70,3,sameChar
71,23,127,69,5,sameChar
71,24,122,70,3,sameChar
71,25,124,70,3,sameChar
71,26,128,69,4,sameChar
71,27,117,69,8,sameChar
71,28,148,70,3,sameChar
71,29,127,69,3,sameChar
71,30,137,70,4,sameChar
71,31,165,69,3,sameChar
71,32,122,69,4,sameChar
71,33,138,74,62,sameChar
71,34,111,70,4,sameChar
71,35,121,70,4,sameChar
71,36,112,69,5,sameChar
71,37,110,69,4,sameChar
71,38,116,69,4,sameChar
71,39,108,69,4,sameChar
71,40,114,73,4,sameChar
71,41,107,80,4,sameChar
71,42,107,70,6,sameChar
71,43,107,70,5,sameChar
71,44,113,70,5,sameChar
71,45,107,70,5,sameChar
71,46,108,70,5,sameChar
71,47,107,70,5,sameChar
71,48,108,68,5,sameChar
71,49,106,70,5,sameChar
71,50,119,69,5,sameChar
71,51,105,70,5,sameChar
71,52,114,70,6,sameChar
71,53,110,70,5,sameChar
71,54,106,68,5,sameChar
71,55,119,69,6,sameChar
71,56,150,71,5,sameChar
71,57,137,70,8,sameChar
71,58,108,69,6,sameChar
71,59,117,70,6,sameChar
71,60,112,69,6,sameChar
71,61,109,69,6,sameChar
71,62,132,70,6,sameChar
71,63,115,70,6,sameChar
71,64,123,70,6,sameChar
71,65,128,70,7,sameChar
71,66,119,70,6,sameChar
71,67,151,71,6,sameChar
71,68,135,70,6,sameChar
71,69,129,69,6,sameChar
71,70,162,71,6,sameChar
72,1,130,73,1,sameChar
72,2,135,73,3,sameChar
72,3,124,74,1,sameChar
72,4,110,71,1,sameChar
72,5,122,74,2,sameChar
72,6,109,71,2,sameChar
72,7,113,72,2,sameChar
72,8,109,71,3,sameChar
72,9,113,79,2,sameChar
72,10,114,71,2,sameChar
72,11,107,71,2,sameChar
72,12,106,71,3,sameChar
72,13,106,70,2,sameChar
72,14,107,76,2,sameChar
72,15,109,72,3,sameChar
72,16,104,72,3,sameChar
72,17,106,70,4,sameChar
72,18,108,69,3,sameChar
72,19,110,72,3,sameChar
72,20,120,71,3,sameChar
72,21,106,71,4,sameChar
72,22,145,72,3,sameChar
72,23,151,72,4,sameChar
72,24,167,72,3,sameChar
72,25,144,79,3,sameChar
72,26,160,71,3,sameChar
72,27,170,72,4,sameChar
72,28,147,75,4,sameChar
72,29,171,72,3,sameChar
72,30,147,72,4,sameChar
72,31,174,71,4,sameChar
72,32,164,70,4,sameChar
72,33,184,72,4,sameChar
72,34,168,71,5,sameChar
72,35,175,70,4,sameChar
72,36,166,78,10,sameChar
72,37,206,71,4,sameChar
72,38,160,71,4,sameChar
72,39,216,71,5,sameChar
72,40,201,71,5,sameChar
72,41,137,71,4,sameChar
72,42,154,71,5,sameChar
72,43,118,72,5,sameChar
72,44,127,72,5,sameChar
72,45,172,71,5,sameChar
72,46,129,71,5,sameChar
72,47,110,75,5,sameChar
72,48,107,71,5,sameChar
72,49,113,72,5,sameChar
72,50,104,72,5,sameChar
72,51,108,71,6,sameChar
72,52,106,71,5,sameChar
72,53,109,70,5,sameChar
72,54,125,76,5,sameChar
72,55,160,71,6,sameChar
72,56,154,71,6,sameChar
72,57,126,71,5,sameChar
72,58,121,75,5,sameChar
72,59,182,72,6,sameChar
72,60,128,70,5,sameChar
72,61,120,72,6,sameChar
72,62,121,71,6,sameChar
72,63,134,75,6,sameChar
72,64,154,71,6,sameChar
72,65,156,70,6,sameChar
72,66,165,72,8,sameChar
72,67,155,72,7,sameChar
72,68,166,71,6,sameChar
72,69,172,78,6,sameChar
72,70,172,71,7,sameChar
72,71,160,72,7,sameChar
73,1,155,74,2,sameChar
73,2,145,73,1,sameChar
73,3,104,73,1,sameChar
73,4,103,73,1,sameChar
73,5,102,75,2,sameChar
73,6,118,73,2,sameChar
73,7,108,73,2,sameChar
73,8,116,73,2,sameChar
73,9,110,78,2,sameChar
73,10,111,74,3,sameChar
73,11,141,72,3,sameChar
73,12,112,73,2,sameChar
73,13,116,73,3,sameChar
73,14,114,72,4,sameChar
73,15,115,72,2,sameChar
73,16,148,73,3,sameChar
73,17,118,73,3,sameChar
73,18,132,73,3,sameChar
73,19,124,72,3,sameChar
73,20,129,82,3,sameChar
73,21,133,73,3,sameChar
73,22,119,72,3,sameChar
73,23,129,73,3,sameChar
73,24,140,72,3,sameChar
73,25,115,72,4,sameChar
73,26,138,72,3,sameChar
73,27,113,73,4,sameChar
73,28,121,72,3,sameChar
73,29,114,73,5,sameChar
73,30,114,72,4,sameChar
73,31,154,79,4,sameChar
73,32,114,73,4,sameChar
73,33,101,72,4,sameChar
73,34,111,74,4,sameChar
73,35,104,72,4,sameChar
73,36,101,73,4,sameChar
73,37,102,72,5,sameChar
73,38,101,72,4,sameChar
73,39,113,72,4,sameChar
73,40,103,73,4,sameChar
73,41,116,73,4,sameChar
73,42,106,73,5,sameChar
73,43,104,72,5,sameChar
73,44,107,72,6,sameChar
73,45,105,72,5,sameChar
73,46,106,73,5,sameChar
73,47,105,72,5,sameChar
73,48,119,70,5,sameChar
73,49,106,73,5,sameChar
73,50,112,74,5,sameChar
73,51,111,72,5,sameChar
73,52,103,72,5,sameChar
73,53,118,80,5,sameChar
73,54,103,72,6,sameChar
73,55,119,72,6,sameChar
73,56,120,72,6,sameChar
73,57,117,72,5,sameChar
73,58,125,73,6,sameChar
73,59,113,72,7,sameChar
73,60,120,73,6,sameChar
73,61,127,77,6,sameChar
73,62,117,73,6,sameChar
73,63,131,73,6,sameChar
73,64,132,75,6,sameChar
73,65,128,72,6,sameChar
73,66,130,73,6,sameChar
73,67,116,73,7,sameChar
73,68,123,72,6,sameChar
73,69,107,72,6,sameChar
73,70,128,72,6,sameChar
73,71,155,73,7,sameChar
73,72,105,72,7,sameChar
74,1,100,75,3,sameChar
74,2,105,75,3,sameChar
74,3,104,80,2,sameChar
74,4,103,80,1,sameChar
74,5,103,75,2,sameChar
74,6,110,75,3,sameChar
74,7,104,75,2,sameChar
74,8,109,75,2,sameChar
74,9,115,76,2,sameChar
74,10,103,74,2,sameChar
74,11,102,74,3,sameChar
74,12,105,73,2,sameChar
74,13,106,72,3,sameChar
74,14,103,76,2,sameChar
74,15,136,74,2,sameChar
74,16,106,74,3,sameChar
74,17,105,74,2,sameChar
74,18,114,74,2,sameChar
74,19,104,74,3,sameChar
74,20,118,74,3,sameChar
74,21,108,74,5,sameChar
74,22,115,75,3,sameChar
74,23,120,75,3,sameChar
74,24,116,74,5,sameChar
74,25,137,80,3,sameChar
74,26,113,75,3,sameChar
74,27,115,74,4,sameChar
74,28,128,75,4,sameChar
74,29,110,75,4,sameChar
74,30,134,75,3,sameChar
74,31,124,75,4,sameChar
74,32,119,75,4,sameChar
74,33,132,75,4,sameChar
74,34,115,75,4,sameChar
74,35,125,75,4,sameChar
74,36,112,75,6,sameChar
74,37,113,75,4,sameChar
74,38,154,74,4,sameChar
74,39,115,78,4,sameChar
74,40,103,75,5,sameChar
74,41,106,74,5,sameChar
74,42,103,74,5,sameChar
74,43,101,75,4,sameChar
74,44,105,78,5,sameChar
74,45,103,73,4,sameChar
74,46,110,75,4,sameChar
74,47,103,85,6,sameChar
74,48,117,75,5,sameChar
74,49,109,74,5,sameChar
74,50,103,74,5,sameChar
74,51,104,75,7,sameChar
74,52,104,74,5,sameChar
74,53,103,75,6,sameChar
74,54,105,75,6,sameChar
74,55,119,76,5,sameChar
74,56,106,75,6,sameChar
74,57,117,75,6,sameChar
74,58,108,74,6,sameChar
74,59,105,75,6,sameChar
74,60,119,76,6,sameChar
74,61,104,75,6,sameChar
74,62,124,74,6,sameChar
74,63,118,74,6,sameChar
74,64,116,73,6,sameChar
74,65,125,75,6,sameChar
74,66,111,75,7,sameChar
74,67,130,74,7,sameChar
74,68,123,74,7,sameChar
74,69,114,74,7,sameChar
74,70,146,79,9,sameChar
74,71,204,75,6,sameChar
74,72,156,75,7,sameChar
74,73,135,75,6,sameChar
75,1,142,78,1,sameChar
75,2,130,76,2,sameChar
75,3,114,77,2,sameChar
75,4,144,77,2,sameChar
75,5,149,80,2,sameChar
75,6,112,77,1,sameChar
75,7,109,77,2,sameChar
75,8,113,77,2,sameChar
75,9,104,77,2,sameChar
75,10,105,78,2,sameChar
75,11,107,77,2,sameChar
75,12,113,77,4,sameChar
75,13,103,76,3,sameChar
75,14,115,78,2,sameChar
75,15,107,77,3,sameChar
75,16,107,77,2,sameChar
75,17,104,77,3,sameChar
75,18,104,90,2,sameChar
75,19,102,76,3,sameChar
75,20,104,77,2,sameChar
75,21,119,76,3,sameChar
75,22,107,77,3,sameChar
75,23,108,77,3,sameChar
75,24,113,76,3,sameChar
75,25,105,77,3,sameChar
75,26,115,78,4,sameChar
75,27,110,74,5,sameChar
75,28,117,75,4,sameChar
75,29,120,77,4,sameChar
75,30,117,78,3,sameChar
75,31,130,81,4,sameChar
75,32,111,76,4,sameChar
75,33,127,77,4,sameChar
75,34,126,77,4,sameChar
75,35,111,78,4,sameChar
75,36,135,77,5,sameChar
75,37,118,77,4,sameChar
75,38,118,76,4,sameChar
75,39,133,76,4,sameChar
75,40,110,77,5,sameChar
75,41,121,80,4,sameChar
75,42,112,78,6,sameChar
75,43,112,77,5,sameChar
75,44,159,79,5,sameChar
75,45,110,78,5,sameChar
75,46,103,77,5,sameChar
75,47,105,77,5,sameChar
75,48,102,76,5,sameChar
75,49,102,76,5,sameChar
75,50,102,77,5,sameChar
75,51,105,77,5,sameChar
75,52,110,77,5,sameChar
75,53,103,77,5,sameChar
75,54,119,76,6,sameChar
75,55,105,77,5,sameChar
75,56,103,83,6,sameChar
75,57,104,77,7,sameChar
75,58,105,77,6,sameChar
75,59,104,77,6,sameChar
75,60,105,77,6,sameChar
75,61,117,78,9,sameChar
75,62,105,87,6,sameChar
75,63,119,76,7,sameChar
75,64,106,76,6,sameChar
75,65,118,77,6,sameChar
75,66,116,81,6,sameChar
75,67,108,79,6,sameChar
75,68,130,76,7,sameChar
75,69,121,75,6,sameChar
75,70,123,81,7,sameChar
75,71,117,77,7,sameChar
75,72,112,76,7,sameChar
75,73,129,76,7,sameChar
75,74,121,85,7,sameChar
76,1,115,79,2,sameChar
76,2,141,80,3,sameChar
76,3,111,79,2,sameChar
76,4,134,79,1,sameChar
76,5,112,79,1,sameChar
76,6,117,83,2,sameChar
76,7,121,79,2,sameChar
76,8,109,79,2,sameChar
